tool|type|value|source
Screencast-o-matic|operating-system|Web|TERESAH
Scripto|url|http://scripto.org/|TERESAH
Scripto|keyword|Omeka|TERESAH
Scripto|creator|Roy Rosenzweig Center for History and New Media (CHNM)|TERESAH
Scripto|description|Scripto is an engine for crowdsourcing the transcription of content that can be integrated with a custom transcription GUI and existing CMS.|BambooDirt
Scripto|application-category|Transcription|TERESAH
Scripto|operating-system|Web|TERESAH
Scripto|keyword|Active development|TERESAH
Scripto|keyword|Advanced|TERESAH
Scripto|application-category|Crowdsourcing|TERESAH
Scripto|keyword|Online|TERESAH
Scripto|description|Scripto is an open source tool that enables projects to host crowd-sourced transcriptions of documents and images. Registered users are able to view and transcribe digital files. The software must be hosted locally by the project, within a suitable Content Management System.|HistoryOnline
Scripto|keyword|Single purpose|TERESAH
SearchTeam|url|http://searchteam.com/|TERESAH
SearchTeam|keyword|search|TERESAH
SearchTeam|description|"SearchTeam allows users to curate search results in a public or shared ""space""."|BambooDirt
SearchTeam|operating-system|Web|TERESAH
Silk|keyword|Active|TERESAH
Silk|url|http://www.silkapp.com|TERESAH
Silk|creator|Silk|TERESAH
Silk|description|"Silk is a platform for sites that contain collections of information. It's like the Tumblr for websites that have structured content �like software reviews, information about designers, a site with UN datasets, and more.
When you have created your site (manually or by uploading one or more datasets), you can visualize and filter your data in a few ways. You can create graphs if your pages contain numbers, maps if you have locations, and filtered tables for just about anything. These visualizations and tables are interactive: anyone can play around with the variables to get the answer they need from the data."|BambooDirt
Silk|operating-system|Web|TERESAH
Silk|application-category|Visualization|TERESAH
Skype|keyword|collaboration|TERESAH
Skype|application-category|Communicating|TERESAH
Skype|url|http://www.skype.com|TERESAH
Skype|operating-system|iOS|TERESAH
Skype|creator|Microsoft|TERESAH
Skype|keyword|Paid|TERESAH
Skype|description|Skype allows free voice and video computer-to-computer calls, and calls to phone numbers for a fee. Video is only available for person-to-person calls, but multiple users can join a voice call.|BambooDirt
Solr|keyword|analysis|TERESAH
Solr|license|Apache|TERESAH
Solr|license|Apache License|TERESAH
Solr|creator|Apache Software Foundation|TERESAH
Solr|keyword|Cataloguing and indexing|TERESAH
Solr|creator|CNET Networks|TERESAH
Solr|operating-system|Cross-platform|TERESAH
Solr|keyword|cross-platform|TERESAH
Solr|keyword|full-text search|TERESAH
Solr|standard|HTML|TERESAH
Solr|keyword|HTTP|TERESAH
Solr|url|http://lucene.apache.org/solr/|TERESAH
Solr|keyword|Indexing|TERESAH
Solr|keyword|Java|TERESAH
Solr|keyword|JSON APIs|TERESAH
Solr|operating-system|Linux|TERESAH
Solr|keyword|PHP|TERESAH
Solr|keyword|Python|TERESAH
Solr|keyword|Ruby|TERESAH
Solr|is-used-for|Searching|TERESAH
Solr|description|Solr is an open source enterprise search platform from the Apache Lucene project.  It operates as a standalone full-text search server within an appropriate servlet container, such as Tomcat. Solr uses the Lucene Java search library at its core for full-text indexing and search, and has REST-like HTTP/XML and JSON APIs that make it easy to use from virtually any programming language.|ArtsHumanities
Solr|description|Solr is an open source enterprise search platform from the Apache Lucene project. It operates as a standalone full-text search server within an appropriate servlet container, such as Tomcat. Solr uses the Lucene Java search library at its core for full-text indexing and search, and has REST-like HTTP/XML and JSON APIs that make it easy to use from virtually any programming language.|BambooDirt
Solr|keyword|XML|TERESAH
Solr|keyword|XSLT|TERESAH
Sort My List|keyword|alphabetizing|TERESAH
Sort My List|application-category|Conversion|TERESAH
Sort My List|url|http://sortmylist.com/|TERESAH
Sort My List|description|Sort My List will alphabetically sort a list of plain text data, and do some simple text reformatting (e.g. going from CSV to TSV)|BambooDirt
Sort My List|operating-system|Web|TERESAH
SQL Server|description|"A server-side software application that enables databases conformant to a relational data model to be created, managed and queried. Information, most commonly text may be stored as one or more records contained within a table. The table may exist in isolation or have some relationship to other tables. Information may be manipulated using a set of T-SQL or ANSI SQL commands. Several editions of SQL Server are available, including SQL Server Compact, Developer, Embedded, Enterprise, Evaluation, Express and Fast Track.

Features:
Service Broker

Replication Services using transaction, merge, or snapshot replication

Analysis functionality to perform data mining, OLAP and other services

Report generation services"|BambooDirt
SQL Server|description|A server-side software application that enables databases conformant to a relational data model to be created, managed and queried. Information, most commonly text may be stored as one or more records contained within a table. The table may exist in isolation or have some relationship to other tables. Information may be manipulated using a set of T-SQL or ANSI SQL commands. Several editions of SQL Server are available, including SQL Server Compact, Developer, Embedded, Enterprise, Evaluation, Express and Fast Track.|ArtsHumanities
SQL Server|keyword|Active|TERESAH
SQL Server|keyword|analysis|TERESAH
SQL Server|keyword|ANSI SQL|TERESAH
SQL Server|license|commercial|TERESAH
SQL Server|keyword|Data modelling|TERESAH
SQL Server|url|http://www.microsoft.com/en-us/sqlserver/default.aspx|TERESAH
SQL Server|creator|Microsoft|TERESAH
SQL Server|creator|Microsoft Corporation|TERESAH
SQL Server|keyword|Paid|TERESAH
SQL Server|license|Proprietary|TERESAH
SQL Server|application-category|Publishing|TERESAH
SQL Server|keyword|rdbms|TERESAH
SQL Server|keyword|relational database|TERESAH
SQL Server|keyword|SQL|TERESAH
SQL Server|keyword|Transact-SQL|TERESAH
SQL Server|application-category|Web development|TERESAH
SQL Server|operating-system|Windows|TERESAH
SQL Server|standard|XML|TERESAH
StatCrunch|keyword|analysis|TERESAH
StatCrunch|application-category|4_Analysis|TERESAH
StatCrunch|url|http://www.statcrunch.com/|TERESAH
StatCrunch|keyword|Paid|TERESAH
StatCrunch|creator|Pearson Education|TERESAH
StatCrunch|description|StatCrunch is web-based statistical analysis and data-sharing software.|BambooDirt
StatCrunch|operating-system|Web|TERESAH
Stories Matter|creator|Centre for Oral History and Digital Storytelling at Concordia University|TERESAH
Stories Matter|url|http://storytelling.concordia.ca/storiesmatter/|TERESAH
Stories Matter|operating-system|osX|TERESAH
Stories Matter|description|Stories Matter is an oral history database that allows you to cut, index, and export audio and video recordings.|BambooDirt
Stories Matter|keyword|video|TERESAH
Storify|url|http://storify.com/|TERESAH
Storify|application-category|Collaboration|TERESAH
Storify|application-category|Communicating|TERESAH
Storify|description|Storify is a way to tell stories using social media such as Tweets, photos and videos. You search multiple social networks from one place, and then drag individual elements into your story. You can re-order the elements and also add text to give context to your readers.|BambooDirt
Storify|operating-system|Web|TERESAH
StoryKit|url|https://itunes.apple.com/app/storykit/id329374595?mt=8|TERESAH
StoryKit|creator|ICDL Foundation|TERESAH
StoryKit|operating-system|iOS 3.0+|TERESAH
StoryKit|application-category|Publishing|TERESAH
StoryKit|description|StoryKit allows you to create an electronic storybook.|BambooDirt
StoryKit|keyword|teaching|TERESAH
Substance|keyword|Active|TERESAH
Substance|license|GNU GPL v3|TERESAH
Substance|url|http://substance.io/|TERESAH
Substance|creator|Michael Aufreiter|TERESAH
Substance|application-category|Publishing|TERESAH
Substance|description|Substance is a fully web-based document authoring and publishing platform.|BambooDirt
Substance|operating-system|Web|TERESAH
Sumo Paint|url|http://www.sumopaint.com/|TERESAH
Sumo Paint|research-object|Images|TERESAH
Sumo Paint|keyword|images|TERESAH
Sumo Paint|operating-system|iOS|TERESAH
Sumo Paint|keyword|Paid|TERESAH
Sumo Paint|description|Web-based image editor with photo editing and drawing features. A free account is required.|BambooDirt
Survey Monkey|application-category|1_Capture|TERESAH
Survey Monkey|url|http://www.surveymonkey.com/|TERESAH
Survey Monkey|keyword|Paid|TERESAH
Survey Monkey|keyword|survey|TERESAH
Survey Monkey|description|Survey Monkey is a web-based survey creation and distribution site, with free and paid plans that allow users to create surveys and collect responses through a link, email, Facebook, or being embedded in a website or blog.|BambooDirt
Survey Monkey|operating-system|Web|TERESAH
TagCrowd|url|http://www.tagcrowd.com/|TERESAH
TagCrowd|description|TagCrowd is a web-based word cloud generator that can accept a URL, text, or an uploaded plain text file.|BambooDirt
TagCrowd|operating-system|Web|TERESAH
TagCrowd|application-category|Visualization|TERESAH
TagCrowd|keyword|word cloud|TERESAH
Tesserae|keyword|Active|TERESAH
Tesserae|keyword|collation|TERESAH
Tesserae|url|http://tesserae.caset.buffalo.edu/|TERESAH
Tesserae|is-used-for|Searching|TERESAH
Tesserae|description|The Tesserae project aims to provide a flexible and robust web interface for exploring intertextual parallels.|BambooDirt
Tesserae|creator|University of Buffalo|TERESAH
Tesserae|operating-system|Web|TERESAH
Text Analysis Markup System (TAMS) Analyzer|license|GNU GPL|TERESAH
Text Analysis Markup System (TAMS) Analyzer|url|http://tamsys.sourceforge.net/|TERESAH
Text Analysis Markup System (TAMS) Analyzer|operating-system|Linux|TERESAH
Text Analysis Markup System (TAMS) Analyzer|keyword|qualitative analysis|TERESAH
Text Analysis Markup System (TAMS) Analyzer|description|TAMS Analyzer is a program that works with TAMS to let you assign ethnographic codes to passages of a text just by selecting the relevant text and double clicking the name of the code on a list. It then allows you to extract, analyze, and save coded information.|BambooDirt
Text Analysis Markup System (TAMS) Analyzer|application-category|4_Analysis|TERESAH
Text Fixer|application-category|Conversion|TERESAH
Text Fixer|url|http://www.textfixer.com/html/convert-word-to-html.php|TERESAH
Text Fixer|description|Text Fixer allows users to copy and paste a Word document into a box and convert it to clean HTML.|BambooDirt
Text Fixer|operating-system|Web|TERESAH
textpresso|description|"""a text-mining system for scientific literature. Textpresso's two major elements are (1) access to full text, so that entire articles can be searched, and (2) introduction of categories of biological concepts and classes that relate two objects (e.g., association, regulation, etc.) or describe one (e.g., methods, etc)"""|BambooDirt
textpresso|url|http://www.textpresso.org/|TERESAH
textpresso|keyword|linked data|TERESAH
textpresso|application-category|4_Analysis|TERESAH
Thinkport Annotator|url|http://annotator.thinkport.org/|TERESAH
Thinkport Annotator|keyword|teaching|TERESAH
Thinkport Annotator|description|The Annotator allows you to analyze any block of text created by other authors. You may use virtual markers to highlight important passages, questions, thoughts, or add comments.|BambooDirt
Thinkport Annotator|creator|Thinkport|TERESAH
Thinkport Annotator|operating-system|Web|TERESAH
TiddlyWiki|license|BSD|TERESAH
TiddlyWiki|url|http://tiddlywiki.com/|TERESAH
TiddlyWiki|keyword|information sharing|TERESAH
TiddlyWiki|description|TiddlyWiki is a reusable personal web notebook. It allows anyone to create personal hypertext documents that can be published on the Web, and also search and tag content.|BambooDirt
TiddlyWiki|creator|UnaMesa|TERESAH
TiddlyWiki|operating-system|Web|TERESAH
TileMill|keyword|Active|TERESAH
TileMill|url|http://www.mapbox.com/tilemill/|TERESAH
TileMill|operating-system|Linux|TERESAH
TileMill|keyword|map tiles|TERESAH
TileMill|creator|MapBox|TERESAH
TileMill|is-used-for|Mapping|TERESAH
TileMill|description|"Open source map design studio for creating custom web tile maps that use MapBox's data.
 Sushi"|BambooDirt
Timeflow|url|http://flowingmedia.com/timeflow.html|TERESAH
Timeflow|description|Time Flow is an open-source timeline built to help journalists analyze temporal data. The application offers several view modes--timelime, calendar, list, table--to help explore thousands of data points.|BambooDirt
Timeflow|operating-system|Web|TERESAH
Timeflow|application-category|Visualization|TERESAH
Timeline JS|keyword|Active|TERESAH
Timeline JS|url|http://timeline.verite.co/|TERESAH
Timeline JS|description|TImeline is an open source framework for visualizing data files and data feeds in a variety of formats via an aesthetically pleasing wed display. Timelines are interactive and media rich|BambooDirt
Timeline JS|description|TimelineJS can pull in media from different sources. It has built in support for: Twitter, Flickr, Google Maps, YouTube, Vimeo, Dailymotion, Wikipedia, SoundCloud and more media types in the future. Creating one is as easy as filling in a Google spreadsheet or as detailed as JSON.|BambooDirt
Timeline JS|keyword|timelines|TERESAH
Timeline JS|operating-system|Web|TERESAH
Timeline JS|creator|VeriteCo|TERESAH
Timeline JS|application-category|Visualization|TERESAH
TipCam|url|http://tipcam.en.softonic.com/|TERESAH
TipCam|keyword|No longer supported|TERESAH
TipCam|description|TipCam is a screen recording software for Windows, which allows you to record images and audio on your screen, and upload to YouTube.|BambooDirt
TipCam|creator|uTIPu|TERESAH
TipCam|application-category|Recording|TERESAH
TipCam|keyword|video|TERESAH
TitanPad|application-category|Collaboration|TERESAH
TitanPad|application-category|Editing|TERESAH
TitanPad|description|Collaborators can write and edit a document simultaneously. TitanPad does not currently work with iOS devices like Apple's iPad or iPhone.|BambooDirt
TitanPad|keyword|editing|TERESAH
TitanPad|url|http://titanpad.com/|TERESAH
TitanPad|operating-system|Web|TERESAH
T-PEN (Transcription for Paleographical and Editorial Notation)|creator|Center for Digital Theology at Saint Louis University|TERESAH
T-PEN (Transcription for Paleographical and Editorial Notation)|license|Educational Community License|TERESAH
T-PEN (Transcription for Paleographical and Editorial Notation)|description|Extensive set of tools to allow collaborative transcription of manuscript pages in TEI-compliant XML.|BambooDirt
T-PEN (Transcription for Paleographical and Editorial Notation)|url|http://t-pen.org/TPEN/|TERESAH
T-PEN (Transcription for Paleographical and Editorial Notation)|application-category|Transcription|TERESAH
T-PEN (Transcription for Paleographical and Editorial Notation)|operating-system|Web|TERESAH
Transcriber|url|http://sourceforge.net/projects/trans/files/|TERESAH
Transcriber|operating-system|osX|TERESAH
Transcriber|keyword|Paid|TERESAH
Transcriber|description|Transana is open source software for the transcription and qualitative analysis of audio and video.|BambooDirt
Transcriber|application-category|Transcription|TERESAH
Transcriber|keyword|video|TERESAH
Trello|keyword|Active development|TERESAH
Trello|keyword|Beginner|TERESAH
Trello|application-category|Collaboration|TERESAH
Trello|creator|Fog Creek Software|TERESAH
Trello|url|https://trello.com/|TERESAH
Trello|keyword|Online|TERESAH
Trello|description|Online software that allows teams to track the progress of a project or task. Users can create and share team boards, to which virtual cards are attached: these cards can contain files, pictures, links, to-do lists, responsibility assignments and scheduling. Cards that are completed can be archived. Boards can be made private or public.|HistoryOnline
Trello|keyword|Single purpose|TERESAH
Trello|application-category|2_Creation|TERESAH
Trello|description|Trello is a collaboration tool that organizes your projects into boards. In one glance, Trello tells you what's being worked on, who's working on what, and where something is in a process.|BambooDirt
Trello|operating-system|Web|TERESAH
Tumblr|url|https://www.tumblr.com/|TERESAH
Tumblr|operating-system|iOS|TERESAH
Tumblr|operating-system|iPad|TERESAH
Tumblr|description|Tumblr is a blogging/microblogging platform with a focus on data sharing between individual blogs.|BambooDirt
Tumblr|application-category|Writing|TERESAH
Twitter|application-category|Communicating|TERESAH
Twitter|url|https://twitter.com/|TERESAH
Twitter|keyword|microblogging|TERESAH
Twitter|description|Twitter allows users to send 140-character messages. There is a thriving digital humanities community of Twitter users.|BambooDirt
Twitter|operating-system|Web|TERESAH
TypeWright|creator|18th Connect|TERESAH
TypeWright|url|http://www.18thconnect.org/typewright/documents|TERESAH
TypeWright|application-category|Transcription|TERESAH
TypeWright|description|TypeWright is a tool for correcting the text-version of a document made up of page images. These text-versions are crucially necessary: they are what enables full-text searching, datamining, preserving, and curating texts of historical importance. Right now, the text running behind the page images of these texts has been mechanically typed, leaving behind errors that need to be corrected by human eyes and hands.|BambooDirt
TypeWright|operating-system|Web|TERESAH
Wavesurfer|description|A software tool for the manipulation of audio recordings. Wavesurfer provides basic audio editing function, such as excision, copying, pasting, zero-crossing adjustment, and effects such as fading, normalization, echo, inversion, reversal, replacement with silence, and DC-removal.|ArtsHumanities
Wavesurfer|description|"A software tool for the manipulation of audio recordings. Wavesurfer provides basic audio editing function, such as excision, copying, pasting, zero-crossing adjustment, and effects such as fading, normalization, echo, inversion, reversal, replacement with silence, and DC-removal.
Features:
Audio format support, including WAV, AU, AIFF, MP3, CSL, SD, Ogg/Vorbis, and NIST/Sphere
Read/write support for HTK (and MLF), TIMIT, ESPS/Waves+, and Phondat transcription formats
Direct-to-disk playback/recording enabling use of audio recordings larger than available memory
Plug-in architecture
built-in script interpreter"|BambooDirt
Wavesurfer|keyword|analysis|TERESAH
Wavesurfer|keyword|audio|TERESAH
Wavesurfer|keyword|Audio mixing|TERESAH
Wavesurfer|license|BSD|TERESAH
Wavesurfer|license|BSD variant|TERESAH
Wavesurfer|creator|Centre for Speech Technology (CTT), KTH|TERESAH
Wavesurfer|keyword|Citation Style Format (CSL)|TERESAH
Wavesurfer|keyword|creation|TERESAH
Wavesurfer|keyword|ESPS/Waves+|TERESAH
Wavesurfer|keyword|HTK|TERESAH
Wavesurfer|url|http://www.speech.kth.se/wavesurfer/|TERESAH
Wavesurfer|creator|KTH|TERESAH
Wavesurfer|operating-system|Linux|TERESAH
Wavesurfer|keyword|manipulation|TERESAH
Wavesurfer|keyword|MLF|TERESAH
Wavesurfer|standard|MPEG-1 Audio Layer 3 (MP3)|TERESAH
Wavesurfer|standard|MS WAV|TERESAH
Wavesurfer|keyword|NIST/Sphere|TERESAH
Wavesurfer|keyword|Ogg Vorbis|TERESAH
Wavesurfer|operating-system|osX|TERESAH
Wavesurfer|keyword|Phondat|TERESAH
Wavesurfer|keyword|playback|TERESAH
Wavesurfer|keyword|Sound Designer (SD)|TERESAH
Wavesurfer|keyword|Sound editing|TERESAH
Wavesurfer|keyword|Sound recording|TERESAH
Wavesurfer|keyword|Sun Audio (AU)|TERESAH
Wavesurfer|keyword|TIMIT|TERESAH
Wavesurfer|application-category|Recording|TERESAH
Wavesurfer|operating-system|Windows|TERESAH
VideoANT|application-category|Annotating|TERESAH
VideoANT|creator|Brandford Hosack|TERESAH
VideoANT|url|http://ant.umn.edu/|TERESAH
VideoANT|operating-system|Web|TERESAH
VideoANT|keyword|video|TERESAH
VideoANT|description|VideoANT is an online environment that synchronizes web based video with timeline based annotations.|BambooDirt
Wikidot|application-category|Collaboration|TERESAH
Wikidot|application-category|Editing|TERESAH
Wikidot|url|http://www.wikidot.com/|TERESAH
Wikidot|keyword|Paid|TERESAH
Wikidot|operating-system|Web|TERESAH
Wikidot|keyword|web development|TERESAH
Wikidot|creator|Wikidot Inc.|TERESAH
Wikidot|description|Wikidot is a web application service that allows you to create a traditional wiki, forum, or blog. Wikidot is also a large community with an active question and answer forum.|BambooDirt
WikiPack|keyword|Active|TERESAH
WikiPack|keyword|collaboration|TERESAH
WikiPack|description|Create private wikis using Markdown and WikiWords that are stored in your Dropbox account.|BambooDirt
WikiPack|keyword|Dropbox|TERESAH
WikiPack|url|http://wikipackit.com/|TERESAH
WikiPack|keyword|Paid|TERESAH
WikiPack|application-category|Creation|TERESAH
WikiPack|application-category|Organizing|TERESAH
WikiPack|operating-system|Web|TERESAH
WikiPack|creator|WikiPack|TERESAH
Wink|creator|DebugMode|TERESAH
Wink|url|http://www.debugmode.com/wink/|TERESAH
Wink|operating-system|Linux|TERESAH
Wink|application-category|Publishing|TERESAH
Wink|description|Wink is a tutorial and presentation creation software, that allows you to create tutorials on how to use software, by capturing screenshots, mouse movements, and accompanying audio.|BambooDirt
VirtualBox|keyword|Active|TERESAH
VirtualBox|url|https://www.virtualbox.org/|TERESAH
VirtualBox|creator|Oracle|TERESAH
VirtualBox|application-category|Web development|TERESAH
VirtualBox|description|VirtualBox is a general-purpose full virtualizer for x86 hardware, targeted at server, desktop and embedded use. For example, you can use a Windows computer to create a Mac or Linux environment to test software or websites.|BambooDirt
VirtualBox|keyword|virtualization|TERESAH
VisualEyes|url|http://www.viseyes.org/|TERESAH
VisualEyes|creator|University of Virginia|TERESAH
VisualEyes|description|VisualEyes is web-based authoring tool developed at the University of Virginia to weave images, maps, charts, video and data into highly interactive and compelling dynamic visualizations.|BambooDirt
VisualEyes|application-category|Visualization|TERESAH
VIVO|license|BSD|TERESAH
VIVO|url|http://vivoweb.org/|TERESAH
VIVO|creator|Michael Conlon|TERESAH
VIVO|operating-system|Web|TERESAH
VIVO|description|VIVO is an open source semantic web application originally developed and implemented at Cornell. When installed and populated with researcher interests, activities, and accomplishments, it enables the discovery of research and scholarship across disciplines at that institution and beyond. VIVO supports browsing and a search function which returns faceted results for rapid retrieval of desired information. Content in any local VIVO installation may be maintained manually,  brought into VIVO in automated ways from local systems of record, such as HR, grants, course, and faculty activity databases, or from database providers such as publication aggregators and funding agencies.|BambooDirt
Wmatrix|keyword|frequency|TERESAH
Wmatrix|url|http://ucrel.lancs.ac.uk/wmatrix/|TERESAH
Wmatrix|keyword|Paid|TERESAH
Wmatrix|application-category|4_Analysis|TERESAH
Wmatrix|operating-system|Web|TERESAH
Wmatrix|description|Wmatrix is web-based software for corpus analysis and comparison. It provides a web interface to the USAS and CLAWS corpus annotation tools, and standard corpus linguistic methodologies such as frequency lists and concordances. It also extends the keywords method to key grammatical categories and key semantic domains.|BambooDirt
Word2cleanHTML|keyword|conversion|TERESAH
Word2cleanHTML|application-category|Conversion|TERESAH
Word2cleanHTML|url|http://word2cleanhtml.com/|TERESAH
Word2cleanHTML|creator|Olly Cope|TERESAH
Word2cleanHTML|operating-system|Web|TERESAH
Word2cleanHTML|description|Word2cleanHTML allows users to copy and paste a Word document into a text box, and convert it to clean HTML. Additional options include removing empty paragraphs, replacing non-ascii with HTML entities, replacing smart quotes, indenting with tabs, and replacing non-breaking spaces with ordinary spaces.|BambooDirt
WordPress|description|A blog publication system that may be used for basic content management. WordPress is widely used within the arts and humanities community. It offers a template and theme management system, which can be used by administrators to configure their blog without the need to edit PHP or HTML code. A plug-in architecture enables developers and users to expend functionality beyond that provided in the base installation. In its current iteration, WordPress supports only one weblog per installation, although multiple concurrent copies may be run from different directories if configured to use separate database tables. Source code forks, such as WordPress Multi-User (WPMU) allow multiple blogs to exist within a single installation.|ArtsHumanities
WordPress|keyword|blog|TERESAH
WordPress|keyword|blogging|TERESAH
WordPress|operating-system|Cross-platform|TERESAH
WordPress|license|GNU GPL|TERESAH
WordPress|url|http://wordpress.org/|TERESAH
WordPress|creator|Matt Mullenweg, Mike Little and other software developer|TERESAH
WordPress|keyword|MySQL|TERESAH
WordPress|keyword|PHP|TERESAH
WordPress|application-category|Publishing|TERESAH
WordPress|keyword|structuring|TERESAH
WordPress|keyword|tagging|TERESAH
WordPress|keyword|Text encoding - presentational|TERESAH
WordPress|keyword|Use of existing digital data|TERESAH
WordPress|operating-system|Web|TERESAH
WordPress|application-category|Web development|TERESAH
WordPress|keyword|weblog|TERESAH
WordPress|description|WordPress is an easy-to-use web publishing platform originally designed around blogging, with many themes and plugins for extra functionality.|BambooDirt
WordPress|standard|XML|TERESAH
WordPress.com|keyword|cloud storage|TERESAH
WordPress.com|url|http://wordpress.com/|TERESAH
WordPress.com|keyword|Paid|TERESAH
WordPress.com|operating-system|Web|TERESAH
WordPress.com|application-category|Web development|TERESAH
WordPress.com|keyword|WordPress|TERESAH
WordPress.com|description|Wordpress.com provides free ad-supported hosting for basic WordPress sites, with paid options for premium features (custom domain, extra storage, custom design, no ads, etc.)|BambooDirt
WorldCat|url|http://www.worldcat.org/|TERESAH
WorldCat|keyword|library catalog|TERESAH
WorldCat|keyword|Paid|TERESAH
WorldCat|is-used-for|Searching|TERESAH
WorldCat|operating-system|Web|TERESAH
WorldCat|description|WorldCat can simultaneously search the collections and services of more than 10,000 libraries worldwide.|BambooDirt
WorldMap|keyword|Active|TERESAH
WorldMap|keyword|Geospatial computing|TERESAH
WorldMap|license|GNU GPL v3|TERESAH
WorldMap|creator|Harvard University|TERESAH
WorldMap|url|http://worldmap.harvard.edu/|TERESAH
WorldMap|is-used-for|Mapping|TERESAH
WorldMap|description|"Powerful web-based mapping tool (a customized version of GeoNode) that allows users to visualize, edit, collaborate, and publish geospatial information. Upload your own data or use the existing library
attempts to fill a growing niche between powerful desktop-bound mapping applications, and lightweight web map solutions with limited capacity"|BambooDirt
WorldMap|operating-system|Web|TERESAH
VUE|is-used-for|Brainstorming|TERESAH
VUE|url|http://vue.tufts.edu/|TERESAH
VUE|operating-system|Linux|TERESAH
VUE|keyword|semantic map|TERESAH
VUE|creator|Tufts University|TERESAH
VUE|description|VUE (Visual Understanding Environment) is concept mapping software that can integrate with a repository to pull in data.|BambooDirt
Wufoo|keyword|analysis|TERESAH
Wufoo|url|http://www.wufoo.com/|TERESAH
Wufoo|keyword|Paid|TERESAH
Wufoo|operating-system|Web|TERESAH
Wufoo|description|Wufoo is an online form builder with built-in analytics. Free users are allowed to create up to three forms with up to 10 fields.|BambooDirt
Xalan|keyword|analysis|TERESAH
Xalan|license|Apache|TERESAH
Xalan|license|Apache License|TERESAH
Xalan|creator|Apache Software Foundation|TERESAH
Xalan|keyword|Coding and standardisation|TERESAH
Xalan|keyword|creation|TERESAH
Xalan|operating-system|Cross-platform|TERESAH
Xalan|standard|HTML|TERESAH
Xalan|url|http://xalan.apache.org/|TERESAH
Xalan|operating-system|Linux|TERESAH
Xalan|application-category|Publishing|TERESAH
Xalan|keyword|Use of existing digital data|TERESAH
Xalan|application-category|Web development|TERESAH
Xalan|description|Xalan is an XSLT processor for transforming XML documents into HTML, text, or other XML document types. It implements XSL Transformations (XSLT) Version 1.0 and XML Path Language (XPath) Version 1.0.|ArtsHumanities
Xalan|description|"Xalan is an XSLT processor for transforming XML documents into HTML, text, or other XML document types. It implements XSL Transformations (XSLT) Version 1.0 and XML Path Language (XPath) Version 1.0.
Features:
Conversion between structured markup formats
Stylesheet validation"|BambooDirt
Xalan|standard|XHTML|TERESAH
Xalan|standard|XML|TERESAH
Xalan|keyword|XPath|TERESAH
Xalan|standard|XSLT|TERESAH
Xena|license|GNU GPL v3|TERESAH
Xena|url|http://xena.sourceforge.net/|TERESAH
Xena|operating-system|Linux|TERESAH
Xena|creator|National Archives of Australia|TERESAH
Xena|is-used-for|Searching|TERESAH
Xena|keyword|web archiving|TERESAH
Xena|description|Xena is free and open source software developed by the National Archives of Australia to aid in the long term preservation of digital records. Xena is an acronym meaning Xml Electronic Normalising for Archives. Xena is a component of the Digital Preservation Software Platform (DPSP). Xena software aids digital preservation by performing two important tasks: detecting the file formats of digital objects and converting digital objects into open formats for preservation.|BambooDirt
XnView|description|Free software for viewing and converting over 400 image formats.|BambooDirt
XnView|url|http://www.xnview.com/en/index.php|TERESAH
XnView|research-object|Images|TERESAH
XnView|keyword|images|TERESAH
XnView|operating-system|Linux|TERESAH
Xournal|application-category|Annotating|TERESAH
Xournal|license|GNU GPL|TERESAH
Xournal|url|http://xournal.sourceforge.net/|TERESAH
Xournal|keyword|journaling|TERESAH
Xournal|operating-system|Linux|TERESAH
Xournal|description|Xournal is an application for note-taking, sketching, and journaling.|BambooDirt
Zamzar|application-category|Conversion|TERESAH
Zamzar|url|http://www.zamzar.com/|TERESAH
Zamzar|keyword|images|TERESAH
Zamzar|operating-system|Web|TERESAH
Zamzar|description|Zamzar converts between a wide variety of formats (including support for word processing documents, audio, images, video, and ebooks) and emails the result to the user.|BambooDirt
ZeeMaps|url|http://www.zeemaps.com/|TERESAH
ZeeMaps|is-used-for|Mapping|TERESAH
ZeeMaps|operating-system|Web|TERESAH
ZeeMaps|description|ZeeMaps allows users to create custom interactive maps that can be embedded in websites, including customized markers.Airport Parking|BambooDirt
Zoomerang|keyword|analysis|TERESAH
Zoomerang|application-category|1_Capture|TERESAH
Zoomerang|url|http://www.zoomerang.com/|TERESAH
Zoomerang|keyword|Paid|TERESAH
Zoomerang|operating-system|Web|TERESAH
Zoomerang|description|"Zoomerang is online survey software; paid plans include analysis tools."|BambooDirt
Zoomify|description|A suite of products developed for web designers that may be used to convert large images into a form that can be zoomed and panned. Zoomify enables large images to be viewed and manipulated, without an increase in server load or download time. It convert large images stored in raster formats (e.g. TIFF, JPEG) into a set of pieces or 'tiles' The individual pieces contain sub-sections of the image at different resolutions or levels of zoom, which are combined to create a type of mosaic.|ArtsHumanities
Zoomify|description|"A suite of products developed for web designers that may be used to convert large images into a form that can be zoomed and panned. Zoomify enables large images to be viewed and manipulated, without an increase in server load or download time. It converts large images stored in raster formats (e.g. TIFF, JPEG) into a set of pieces or 'tiles' The individual pieces contain sub-sections of the image at different resolutions or levels of zoom, which are combined to create a type of mosaic.
Features:
Enables access to high quality still images without an increase in server load"|BambooDirt
Zoomify|license|commercial|TERESAH
Zoomify|operating-system|Cross-platform|TERESAH
Zoomify|standard|FLV|TERESAH
Zoomify|standard|HTML|TERESAH
