tool|type|value|source
Springpad|operating-system|Web|TERESAH
SPSS Statistics|keyword|analysis|TERESAH
SPSS Statistics|application-category|4_Analysis|TERESAH
SPSS Statistics|url|http://www-01.ibm.com/software/analytics/spss/products/statistics/|TERESAH
SPSS Statistics|creator|IBM|TERESAH
SPSS Statistics|operating-system|Linux|TERESAH
SPSS Statistics|keyword|Paid|TERESAH
SPSS Statistics|description|The base SPSS Statistics package includes support for descriptive statistics, bivariate statistics, correlation, prediction for numerical outcomes, and prediction for identifying groups.|BambooDirt
Stanford Tools|keyword|Active development|TERESAH
Stanford Tools|keyword|Advanced|TERESAH
Stanford Tools|keyword|Offline|TERESAH
Stanford Tools|keyword|Single purpose|TERESAH
Stanford Tools|description|Stanford Tools offers a selection of Stanford University's Natural Language Processing software freely available. This includes software for common NLP tasks, such as Named Entity Recognition, part-of-speech tagging for a number of languages, tokenising, tagging, parsing and topic modelling.|HistoryOnline
Stanford Tools|application-category|4_Analysis|TERESAH
Stanza|url|https://itunes.apple.com/us/app/stanza/id284956128?mt=8|TERESAH
Stanza|operating-system|iOS|TERESAH
Stanza|operating-system|iOS 3.0+|TERESAH
Stanza|operating-system|iPod Touch|TERESAH
Stanza|creator|Lexcycle|TERESAH
Stanza|description|Stanza allows you to read books on your iPhone, iPod Touch and iPad.|BambooDirt
Subversion Version System (SVN)|keyword|access management|TERESAH
Subversion Version System (SVN)|description|An open source version control system that is used to manage multiple versions of data objects in a controlled environment. Access and revision to objects are carefully controlled, to prevent unauthorised access and alteration.|ArtsHumanities
Subversion Version System (SVN)|license|Apache|TERESAH
Subversion Version System (SVN)|license|Apache License|TERESAH
Subversion Version System (SVN)|creator|Apache Software Foundation|TERESAH
Subversion Version System (SVN)|creator|CollabNet|TERESAH
Subversion Version System (SVN)|keyword|content|TERESAH
Subversion Version System (SVN)|operating-system|Cross-platform|TERESAH
Subversion Version System (SVN)|url|http://subversion.apache.org/|TERESAH
Subversion Version System (SVN)|keyword|Java|TERESAH
Subversion Version System (SVN)|operating-system|Linux|TERESAH
Subversion Version System (SVN)|keyword|Perl|TERESAH
Subversion Version System (SVN)|keyword|PHP|TERESAH
Subversion Version System (SVN)|keyword|Python|TERESAH
Subversion Version System (SVN)|keyword|structuring|TERESAH
Subversion Version System (SVN)|description|"Subversion Version System (SVN) is a version control system used to control and manage multiple versions of data objects. Access and revision to objects are carefully controlled, to prevent unauthorised access and alteration.
Features:
Version support for all files and directories in repository, enabling administrator to track changes that have occurred and obtain earlier versions of files
Free-form versioned metadata
Atomic commits
Merge tracking
File locking
Preservation of file attributes, such as executable and read/write status
Apache network server support with WebDAV/DeltaV protocol
Write-through proxy using WebDAV
Interactive conflict resolution
 Repository read-only mirroring"|BambooDirt
Subversion Version System (SVN)|keyword|Version control|TERESAH
Subversion Version System (SVN)|keyword|versioning|TERESAH
Subversion Version System (SVN)|application-category|Writing|TERESAH
Subversion Version System (SVN)|standard|XML|TERESAH
Superfastmatch|keyword|Active|TERESAH
Superfastmatch|keyword|comparison|TERESAH
Superfastmatch|creator|Donovan Hide|TERESAH
Superfastmatch|license|GNU GPL|TERESAH
Superfastmatch|url|http://superfastmatch.org/|TERESAH
Superfastmatch|operating-system|Linux|TERESAH
Superfastmatch|description|Superfastmatch is designed to find exact duplicates of text strings between documents.|BambooDirt
Superfastmatch|application-category|4_Analysis|TERESAH
Supermemo|url|http://www.supermemo.com/|TERESAH
Supermemo|operating-system|Linux|TERESAH
Supermemo|application-category|Meta: Teaching / Learning|TERESAH
Supermemo|description|SuperMemo is a learning software that is devoted to increasing the speed of learning and heightening the level of knowledge retention.|BambooDirt
Supermemo|keyword|teaching|TERESAH
Survey Daddy|keyword|Active|TERESAH
Survey Daddy|application-category|Communicating|TERESAH
Survey Daddy|description|Create a survey to measure and record your students' progress against curriculum outcomes. Use Likert questions to rate students based on a rubric and text questions to record qualitative data to share with parents and faculty.|BambooDirt
Survey Daddy|url|http://surveydaddy.com|TERESAH
Survey Daddy|keyword|Paid|TERESAH
Survey Daddy|keyword|survey|TERESAH
SwiftRiver|application-category|4_Analysis|TERESAH
SwiftRiver|license|GNU GPL|TERESAH
SwiftRiver|url|http://ushahidi.com/products/swiftriver-platform|TERESAH
SwiftRiver|keyword|social media|TERESAH
SwiftRiver|description|SwiftRiver is free and open source web-based software for real-time filtering, curation, and qualitative analysis of social media data (Twitter, etc.)|BambooDirt
SwiftRiver|creator|Ushahidi|TERESAH
SwiftRiver|operating-system|Web|TERESAH
Swoogle|keyword|Active development|TERESAH
Swoogle|keyword|Beginner|TERESAH
Swoogle|is-used-for|Linked open data > Enrichment-Annotation; Dissemination-Publishing|TERESAH
Swoogle|keyword|Online|TERESAH
Swoogle|keyword|Single purpose|TERESAH
Swoogle|description|Swoogle is a semantic web search engine for searching ontologies and semantic web documents (in practice, anything written in RDF - Resource Description Framework). The advanced search allows search by specific parts of metadata or by other options, such as number of triples. Swoogle uses Lucene, so Lucene-syntax searches are also possible.|HistoryOnline
Tackk|description|A free service that makes publishing content on the web as easy as writing an email.|BambooDirt
Tackk|keyword|Beta|TERESAH
Tackk|url|http://tackk.com/|TERESAH
Tackk|application-category|Publishing|TERESAH
Tackk|operating-system|Web|TERESAH
TAPoR (Text Analysis Portal for Research)|url|http://tada.mcmaster.ca/Main/TAPoR|TERESAH
TAPoR (Text Analysis Portal for Research)|application-category|4_Analysis|TERESAH
TAPoR (Text Analysis Portal for Research)|keyword|textual studies|TERESAH
TAPoR (Text Analysis Portal for Research)|description|The TAPoR Portal is an online environment where users can keep track of texts they want to study (uploaded or available online), learn about and try different tools, and run tools on texts.|BambooDirt
TAPoR (Text Analysis Portal for Research)|operating-system|Web|TERESAH
TEI Roma|keyword|Beginner|TERESAH
TEI Roma|keyword|No active development|TERESAH
TEI Roma|keyword|Online|TERESAH
TEI Roma|application-category|Editing|TERESAH
TEI Roma|application-category|Annotating|TERESAH
TEI Roma|keyword|Single purpose|TERESAH
TEI Roma|description|TEI Roma is a tool for generating a bespoke TEI schema, DTD or Relax NG. Users can choose which TEI elements they require, starting either from the smallest possible set of elements, or starting from a template element set designed for a particular purpose, such as manuscript description.|HistoryOnline
Text 2 Mind Map|url|http://www.text2mindmap.com/|TERESAH
Text 2 Mind Map|keyword|mind mapping|TERESAH
Text 2 Mind Map|description|Text 2 Mind Map takes a structured list of words or sentences and generates a mind map.|BambooDirt
Text 2 Mind Map|operating-system|Web|TERESAH
Text 2 Mind Map|application-category|Visualization|TERESAH
Text Analysis For Me Too (TAToo)|keyword|Flash|TERESAH
Text Analysis For Me Too (TAToo)|url|http://tada.mcmaster.ca/Main/FlashTAT|TERESAH
Text Analysis For Me Too (TAToo)|keyword|TAPoR (Text Analysis Portal for Research)|TERESAH
Text Analysis For Me Too (TAToo)|description|TAToo is an embeddable Flash widget that displays TAPOR analytics for the page on which it resides.|BambooDirt
Text Analysis For Me Too (TAToo)|application-category|4_Analysis|TERESAH
Text Analysis For Me Too (TAToo)|operating-system|Web|TERESAH
Textalyser|description|An online text analysis tool that provides detailed statistics of your text, including features like the anlysis of words groups, finding out keyword density, analysing the prominence of word or expressions.|BambooDirt
Textalyser|creator|Bernhard Huber Internet Engineering Company|TERESAH
Textalyser|url|http://textalyser.net/|TERESAH
Textalyser|application-category|4_Analysis|TERESAH
Textalyser|operating-system|Web|TERESAH
TextExpander|keyword|Active|TERESAH
TextExpander|url|http://smilesoftware.com/TextExpander/index.html|TERESAH
TextExpander|creator|LLC|TERESAH
TextExpander|operating-system|Mac OS X 10.6|TERESAH
TextExpander|operating-system|osX|TERESAH
TextExpander|keyword|Paid|TERESAH
TextExpander|description|"TextExpander allows you to customize abbreviations to insert ""snippets"" for your frequently used text strings or images. This helps you save time typing repeated words or sentences whether on email signatures or several paragraphs of a standard response. TextExpander can organize snippets into groups, sync snippets via Dropbox, or add common typos to your snippet library, which TextExpander will automatically correct."|BambooDirt
TextExpander|application-category|Writing|TERESAH
TextExpander|keyword|writing|TERESAH
TextPad|keyword|analysis|TERESAH
TextPad|standard|ASCII|TERESAH
TextPad|license|commercial|TERESAH
TextPad|creator|Helios Software Solutions|TERESAH
TextPad|standard|HTML|TERESAH
TextPad|url|http://www.textpad.com/|TERESAH
TextPad|keyword|Paid|TERESAH
TextPad|license|Proprietary|TERESAH
TextPad|keyword|structuring|TERESAH
TextPad|keyword|text editing|TERESAH
TextPad|description|TextPad is a text editor. It may be used as a basic text editor, web page editor, or as part of a programming IDE.|ArtsHumanities
TextPad|description|"TextPad is a text editor. It may be used as a basic text editor, web page editor, or as part of a programming IDE.
Features:
Universal Naming Convention (UNC) style names support
Files up to the limits of 32-bit virtual memory can be edited
Spell checker with dictionaries in 10 languages
Multi file editing support
Commands to change case, and transpose words, characters and lines
Commands to indent blocks of text, split or join lines, and insert whole files
Change tracking"|BambooDirt
TextPad|application-category|Web development|TERESAH
TextPad|operating-system|Windows|TERESAH
TextPad|standard|XML|TERESAH
TextSTAT- Simple Text Analysis Tool|description|"""TextSTAT is a simple programme for the analysis of texts. It reads plain text files (in different encodings) and HTML files (directly from the internet) and it produces word frequency lists and concordances from these files. This version includes a web-spider which reads as many pages as you want from a particular website and puts them in a TextSTAT-corpus. The new news-reader, too, puts news messages in a TextSTAT-readable corpus file.
TextSTAT reads MS Word and OpenOffice files. No conversion needed, just add the files to your corpus...
In TextSTAT you can use regular expression which provides you with powerful search possibilities. The programme is multilingual. Because it uses Unicode internally, TextSTAT can cope with many different languages and file encodings. """|BambooDirt
TextSTAT- Simple Text Analysis Tool|url|http://neon.niederlandistik.fu-berlin.de/en/textstat/|TERESAH
TextSTAT- Simple Text Analysis Tool|application-category|4_Analysis|TERESAH
TextSTAT- Simple Text Analysis Tool|keyword|web spider|TERESAH
TextSTAT- Simple Text Analysis Tool|operating-system|Windows|TERESAH
The Observer XT|keyword|Active|TERESAH
The Observer XT|url|http://www.noldus.com/human-behavior-research/products/the-observer-xt|TERESAH
The Observer XT|creator|Noldus Information Technology|TERESAH
The Observer XT|keyword|Paid|TERESAH
The Observer XT|description|The Observer XT is the professional and user-friendly event logging software for the collection, analysis, and presentation of observational data.|BambooDirt
The Observer XT|application-category|Recording|TERESAH
The Observer XT|operating-system|Windows|TERESAH
The Transcoder|license|GNU GPL|TERESAH
The Transcoder|creator|Hugh Cayless|TERESAH
The Transcoder|keyword|Java|TERESAH
The Transcoder|description|Java class that maps font encodings to one another and allows encoding shifts such as Beta Code to Unicode and the reverse. It was written to support shifting between different encodings for Ancient Greek, but is extensible to support any character set. Supported encodings include Beta Code, Unicode with pre-composed characters, Unicode with combining characters, GreekKeys, SPIonic, and transliterated Greek.|ArtsHumanities
The Transcoder|operating-system|Linux|TERESAH
The Transcoder|operating-system|osX|TERESAH
The Transcoder|keyword|Papyrology|TERESAH
The Transcoder|application-category|Publishing|TERESAH
The Transcoder|keyword|structuring|TERESAH
The Transcoder|standard|TEI|TERESAH
The Transcoder|keyword|text encoding|TERESAH
The Transcoder|keyword|Text encoding - descriptive|TERESAH
The Transcoder|keyword|Text encoding - presentational|TERESAH
The Transcoder|keyword|Text encoding - referential|TERESAH
The Transcoder|operating-system|Windows|TERESAH
The Transcoder|standard|XML|TERESAH
Things|keyword|Active|TERESAH
Things|creator|Cultured Code|TERESAH
Things|description|Easy to use task management software for Mac, iPad, and iPhone.|BambooDirt
Things|url|http://culturedcode.com/things/|TERESAH
Things|operating-system|iOS|TERESAH
Things|keyword|Paid|TERESAH
Things|keyword|task management|TERESAH
Tianamo|url|http://www.tianamo.com/|TERESAH
Tianamo|keyword|Java 1.6+|TERESAH
Tianamo|description|Tianamo (beta) is an information visualization search engine that displays the search results in a 3D landcape where subtopics are presented topographically as peaks.|BambooDirt
Tianamo|is-used-for|Pattern Recognition > Analysis-Relational Analysis|TERESAH
Tianamo|keyword|visualization|TERESAH
Tiki-Toki|keyword|Active development|TERESAH
Tiki-Toki|keyword|Beginner|TERESAH
Tiki-Toki|keyword|from $5 a month|TERESAH
Tiki-Toki|keyword|Online|TERESAH
Tiki-Toki|keyword|Single purpose|TERESAH
Tiki-Toki|description|Software for the creation of timelines. The timelines allow embedding of video (from YouTube or Vimeo) as well as images. Although one timeline can be created, for testing purposes, with a free registration, Tiki-Toki offers bronze, silver and gold memberships, with bronze currently priced at $5 per month. Educational licences are available for purchase on a per-teacher basis, with sitewide licences available on application. Group editing and embedding on third-party sites is available for paid accounts only.|HistoryOnline
Tiki-Toki|application-category|Visualization|TERESAH
TimeGlider|keyword|data visualization|TERESAH
TimeGlider|url|http://timeglider.com/|TERESAH
TimeGlider|keyword|JQuery|TERESAH
TimeGlider|description|"TimeGlider is a data-driven interactive timeline application built using JavaScript. You can ""grab"" the timeline and drag it left and right, and zoom in and out to view centuries at a time or just hours. TimeGlider allows you to create event-spans so that you can see durations and how they overlap. Being web-based, TimeGlider lets you collaborate and share easily."|BambooDirt
TimeGlider|operating-system|Web|TERESAH
TimeGlider|application-category|Visualization|TERESAH
timemap|keyword|Active|TERESAH
timemap|url|http://code.google.com/p/timemap/|TERESAH
timemap|is-used-for|Mapping|TERESAH
timemap|keyword|maps|TERESAH
timemap|license|MIT License|TERESAH
timemap|description|timemap is a javascript library that enables you to produce web-based maps (e.g. Google, OpenLayers, Bing) along with a SIMILE timeline.  You can load datasets (in JSON, KML, or GeoRSS) onto both the map and the timeline and display on the map only the data shown on the timeline.Airport Paraking Sushi Recipes|BambooDirt
timemap|operating-system|Web|TERESAH
TimeRime|creator|Hoppinger|TERESAH
TimeRime|url|http://www.timerime.com/|TERESAH
TimeRime|description|TimeRime is a web application which allows people to create, view and compare interactive timelines.|BambooDirt
TimeRime|operating-system|Web|TERESAH
TimeRime|application-category|Visualization|TERESAH
Tinderbox|creator|Eastgate|TERESAH
Tinderbox|url|http://www.eastgate.com/Tinderbox/|TERESAH
Tinderbox|keyword|organization|TERESAH
Tinderbox|operating-system|osX|TERESAH
Tinderbox|keyword|Paid|TERESAH
Tinderbox|description|Tinderbox is a personal content assistant that helps you visualize, analyze, and share your notes. Tinderbox provides maps, timelines, charts, and outlines to help you view and organize your information.|BambooDirt
ToadHMS|description|A data management tool for the storage and presentation of text, images and spatial data. It has been built upon the principles of the world wide web, enabling researchers to configure the system, input or upload new content, manipulate existing content and make it available access through a web browser. ToadHMS (The Oxford ArchDigital Heritage Management System) was developed in PHP and can be integrated with a number of database back-end systems, including MySQL and SQL Server. It uses open source tools, such as ImageMagick to automate data management tasks.|ArtsHumanities
ToadHMS|keyword|analysis|TERESAH
ToadHMS|operating-system|Cross-platform|TERESAH
ToadHMS|keyword|Data modelling|TERESAH
ToadHMS|keyword|database|TERESAH
ToadHMS|keyword|GIS|TERESAH
ToadHMS|license|GNU GPL|TERESAH
ToadHMS|keyword|heritage management system|TERESAH
ToadHMS|creator|Oxford Archdigital Limited (original creator), Clarinet Systems Ltd (current maintainer)|TERESAH
ToadHMS|keyword|photo album|TERESAH
ToadHMS|keyword|PHP|TERESAH
ToadHMS|application-category|Publishing|TERESAH
ToadHMS|keyword|Relational DataBase Management System (RDBMS)|TERESAH
Tofu|application-category|Conversion|TERESAH
Tofu|url|http://amarsagoo.info/tofu/|TERESAH
Tofu|operating-system|osX|TERESAH
Tofu|keyword|reading|TERESAH
Tofu|description|Tofu reformats text into columns for easier reading.|BambooDirt
Topic Modeling Tool|description|A graphical user interface tool for Latent Dirichlet Allocation topic modeling.|BambooDirt
Topic Modeling Tool|keyword|Active|TERESAH
Topic Modeling Tool|application-category|4_Analysis|TERESAH
Topic Modeling Tool|license|Eclipse Public License 1.0|TERESAH
Topic Modeling Tool|url|http://code.google.com/p/topic-modeling-tool/|TERESAH
Topic Modeling Tool|operating-system|osX|TERESAH
Topic Modeling Tool|keyword|topic modeling|TERESAH
Topo.ly|keyword|Active|TERESAH
Topo.ly|url|http://topo.ly|TERESAH
Topo.ly|keyword|mapping|TERESAH
Topo.ly|keyword|Paid|TERESAH
Topo.ly|description|Topo.ly is a free and paid online service for capturing and geocoding spatial data from spreadsheets and creating point, territory and heat maps. It is free for limited use (quite generous) and paid when you need to map significant (we are talking substantial) datasets. It's intuitive, easy to use and produces high quality interactive maps.|BambooDirt
Topo.ly|operating-system|Web|TERESAH
Topo.ly|application-category|Visualization|TERESAH
TouchGraph SEO Browser|url|http://www.touchgraph.com/|TERESAH
TouchGraph SEO Browser|keyword|Java 1.5+|TERESAH
TouchGraph SEO Browser|description|TouchGraph is a Java application that responds to search queries with a web of linked websites.|BambooDirt
TouchGraph SEO Browser|creator|TouchGraph LLC|TERESAH
TouchGraph SEO Browser|operating-system|Web|TERESAH
TouchGraph SEO Browser|is-used-for|Pattern Recognition > Analysis-Relational Analysis|TERESAH
TouchGraph SEO Browser|keyword|visualization|TERESAH
Trailfire|keyword|annotation|TERESAH
Trailfire|application-category|Gathering|TERESAH
Trailfire|application-category|Meta: Give Overview|TERESAH
Trailfire|url|http://trailfire.com/|TERESAH
Trailfire|description|"Trailfire allows you to create ""trails"" -- or guides -- that link together web sites, add notes, and find content via other people's trails."|BambooDirt
Trailfire|operating-system|Web|TERESAH
Transana|keyword|data visualization|TERESAH
Transana|url|http://www.transana.org/about/index.htm|TERESAH
Transana|operating-system|osX|TERESAH
Transana|keyword|Paid|TERESAH
Transana|description|Transana is a computer program that allows researchers to transcribe and analyze large collections of video and audio data.|BambooDirt
Transana|application-category|Transcription|TERESAH
Transana|creator|University of Wisconsin-Madison Center for Education Research|TERESAH
Transcription Assistant|url|http://www.wpi.edu/Pubs/E-project/Available/E-project-042507-120230/unrestricted...|TERESAH
Transcription Assistant|keyword|Java Virtual Machine, Java Advanced Imaging|TERESAH
Transcription Assistant|keyword|No longer supported|TERESAH
Transcription Assistant|operating-system|osX|TERESAH
Transcription Assistant|application-category|Transcription|TERESAH
Transcription Assistant|keyword|transcription|TERESAH
Transcription Assistant|description|Transcription Assistant is a tool that assists in transcription, and incorporates metadata about each image and transcription that may be used to search through an electronic library of transcriptions.|BambooDirt
Transcription Assistant|creator|Worcester Polytechnic Institute|TERESAH
Transcriva|creator|Bartas Technologies|TERESAH
Transcriva|url|http://www.bartastechnologies.com/products/transcriva/|TERESAH
Transcriva|operating-system|osX|TERESAH
Transcriva|keyword|Paid|TERESAH
Transcriva|application-category|Transcription|TERESAH
Transcriva|description|Transcriva is transcription software for the Mac. Whether it's your meeting minutes, interviews, lectures, home movies, dictation, speeches, or your favorite TV show, Transcriva can help you transcribe them all.|BambooDirt
Transformer|application-category|Conversion|TERESAH
Transformer|url|http://www.tapor.uvic.ca/~mholmes/transformer/|TERESAH
Transformer|keyword|legacy formats|TERESAH
Transformer|license|Mozilla Public License|TERESAH
Transformer|description|Transformer can load Unicode-encoded text files and transform them in various ways, including trying to rescue text files created in word processing programs that no longer run (e.g. old versions of Word.)|BambooDirt
Transformer|creator|University of Victoria|TERESAH
Transformer|operating-system|Windows|TERESAH
Trapit|keyword|Active|TERESAH
Trapit|description|Gathers smart search results based on user feedback. Similar to Google Alerts but you can give a thumbs up/down to improve the search results.|BambooDirt
Trapit|url|http://trap.it/|TERESAH
Trapit|creator|Inc.|TERESAH
Trapit|is-used-for|Searching|TERESAH
Trapit|keyword|search engine|TERESAH
Trapit|operating-system|Web|TERESAH
TuneGlue|url|http://audiomap.tuneglue.net/|TERESAH
TuneGlue|description|TuneGlue is a music search engine that generates and connects nodes containing artist names related to the one queried, and networks the related artists in an interactive web.|BambooDirt
TuneGlue|operating-system|Web|TERESAH
TuneGlue|is-used-for|Pattern Recognition > Analysis-Relational Analysis|TERESAH
TuneGlue|keyword|visual search|TERESAH
TurnTool|keyword|3D model|TERESAH
TurnTool|keyword|3d modelling - vector|TERESAH
TurnTool|keyword|3D object|TERESAH
TurnTool|keyword|ActiveX|TERESAH
TurnTool|license|commercial|TERESAH
TurnTool|operating-system|Cross-platform|TERESAH
TurnTool|url|http://www.turntool.com/|TERESAH
TurnTool|keyword|Javascript|TERESAH
TurnTool|keyword|modelling|TERESAH
TurnTool|keyword|Paid|TERESAH
TurnTool|license|Proprietary|TERESAH
TurnTool|application-category|Publishing|TERESAH
TurnTool|keyword|TNT format|TERESAH
TurnTool|keyword|TurnTool (TNT)|TERESAH
TurnTool|creator|TurnTool ApS|TERESAH
TurnTool|description|"TurnTool is a suite of tools that enable 3D models to be created and viewed in a low-bandwidth environment. The suite consists of two components: a TurnToolBox plug-in for integration with 3D Studio Max, Autodesk Viz, Cinema4D and ArchiCAD that allows these software applications to export objects into the TurnTool format; and a TurnTable Viewer plug-in that is able to recreate the 3D model in a windowed environment or web browser.
Features:
3D modelling
ActiveX viewer
Low bandwidth use"|BambooDirt
TurnTool|description|"TurnTool is a suite of tools that enable 3D models to be created and viewed in a low-bandwidth environment. The suite consists of two components: a TurnToolBox plug-in for integration with 3D Studio Max, Autodesk Viz, Cinema4D and ArchiCAD that allows these software applications to export objects into the TurnTool format; and a TurnTable Viewer plug-in that is able to recreate the 3D model in a windowed environment or web browser."|ArtsHumanities
TurnTool|operating-system|Web|TERESAH
TurnTool|application-category|Visualization|TERESAH
Twapper Keeper|application-category|1_Capture|TERESAH
Twapper Keeper|url|http://twapperkeeper.com/index.html|TERESAH
Twapper Keeper|keyword|No longer supported|TERESAH
Twapper Keeper|description|Twapper Keeper lets users create an archive of tweets based on hashtag, keyword, or person, for them to review online.|BambooDirt
Twapper Keeper|keyword|Twitter|TERESAH
Twapper Keeper|operating-system|Web|TERESAH
Tweetster|keyword|Active|TERESAH
Tweetster|application-category|Communicating|TERESAH
Tweetster|creator|Cory Bohon|TERESAH
Tweetster|url|http://corybohon.com/tweetster/|TERESAH
Tweetster|description|Plugin for Omeka and WordPress that allows you to automatically tweet new additions to your Omeka archive or WordPress blog.|BambooDirt
Tweetster|keyword|Twitter|TERESAH
Tweetster|operating-system|Web|TERESAH
Tweetster|keyword|WordPress|TERESAH
TwitterPad|keyword|Active|TERESAH
TwitterPad|keyword|archiving|TERESAH
TwitterPad|application-category|6_Storage|TERESAH
TwitterPad|url|http://wordpress.org/plugins/twitterpad/|TERESAH
TwitterPad|creator|Martin Hawksey|TERESAH
TwitterPad|operating-system|Web|TERESAH
TwitterPad|description|WordPress plug-in for archiving tweets.|BambooDirt
TypePad|keyword|blogging|TERESAH
TypePad|url|http://www.typepad.com/|TERESAH
TypePad|keyword|Paid|TERESAH
TypePad|description|TypePad is a commercial blogging platform.|BambooDirt
TypePad|operating-system|Web|TERESAH
TypePad|application-category|Writing|TERESAH
UMapper|keyword|ActionScript|TERESAH
UMapper|url|http://www.umapper.com/|TERESAH
UMapper|is-used-for|Mapping|TERESAH
UMapper|keyword|Paid|TERESAH
UMapper|description|"UMapper allows users to create embeddable, interactive Flash maps and geo-games from within their browser. There is a free option available with limited customization, and a more flexible paid option; see the feature comparison."|BambooDirt
UMapper|operating-system|Web|TERESAH
Ushahidi|keyword|crowdsourcing|TERESAH
Ushahidi|license|GNU GPL|TERESAH
Ushahidi|url|http://ushahidi.com/products/ushahidi-platform|TERESAH
Ushahidi|operating-system|iOS|TERESAH
Ushahidi|is-used-for|Mapping|TERESAH
Ushahidi|creator|Ushahidi|TERESAH
Ushahidi|description|Ushahidi is a platform for collecting and displaying information with a geographical component (e.g. locations of all digital humanities centers, reported crimes, etc.)|BambooDirt
UVic Image Markup Tool|url|http://tapor.uvic.ca/~mholmes/image_markup/index.php|TERESAH
UVic Image Markup Tool|research-object|Images|TERESAH
UVic Image Markup Tool|operating-system|Linux|TERESAH
UVic Image Markup Tool|creator|TAPoR|TERESAH
UVic Image Markup Tool|description|"The Image Markup Tool allows you to ""describe and annotate images, and store the resulting data in TEI XML files,"" all within a ""simple enough interface that it can be used by people with little or no experience in editing XML code."" Designed to be Windows-only, but can be successfully run on Linux using Wine.
Features:
Supports ""a wide variety of image formats""
Saves markup information in conformant TEI P5 XML files
Create simple web output to display the annotated image in an interactive format
Simple, graphical interface lets you see the image and the fields for entering your markup notes
Annotations are visually represented on the image
View and hide different pieces of annotation as you work to see overlap or remove visual clutter
Allows knowledgeable TEI users to add additional TEI markup tags to their annotations
Allows access and manipulation of standard schema used, as well as creation of additional schema
Can handle multiple images in one file
Advantages:
Does for images all the wonderful things that XML markup does for text
Program checks XML for well-formedness and provides some basic assistance in automatically correcting ill-formed XML
Menu command for creating zip packages (containing image file, XML markup file, and associated schema files) provides an easy solution for moving projects
This tool also allows you to easily create thumbnails of a whole image or one annotated part of an image--one less task to perform in a separate image editing tool
Disadvantages:
Editing done to Image Markup's XML files in an external editor may not be preserved: Image Markup Tool ""will not guarantee to preserve XML code which is added to one of its files in an external editor (although it will try)""
Web output provides only a starting place for web display, and is not a one-stop shop for a finished web product
Tips:
Although the program documentation states that little or no user experience with XML markup is needed, it would be advisable to have, at the minimum, some familiarity with the basic concepts of markup (an introductory understanding of HTML, for instance).
If you are interested in manipulating schemas, they are presented as ODD files (rather than schemas) which are then used to generate the schemas"|BambooDirt
UVic Image Markup Tool|standard|XML|TERESAH
Vapour|description|A simple URI validator, Vapour will check whether a URI follows current best practice for linked data URIs. Users enter a URI and validate it manually. The source code is available from Bitbucket under a W3C licence.|HistoryOnline
Vapour|keyword|Active development|TERESAH
Vapour|keyword|Beginner|TERESAH
Vapour|is-used-for|Linked open data > Enrichment-Annotation; Dissemination-Publishing|TERESAH
Vapour|keyword|Online|TERESAH
Vapour|keyword|Single purpose|TERESAH
WARCreate|keyword|Beta|TERESAH
WARCreate|keyword|Digital Preservation|TERESAH
WARCreate|keyword|Google Chrome|TERESAH
WARCreate|url|http://matkelly.com/warcreate/|TERESAH
WARCreate|creator|Mat Kelly|TERESAH
WARCreate|description|WARCreate is a Google Chrome extension that allows a user to create a Web ARChive (WARC) file from any browseable webpage. The resulting files can then be used with other tools like the Internet Archive's open source Wayback Machine. The tool is an evolving product with the end result pushing toward being a personal web archiving solution for those that wish to securely archive their metadata in a standardize way.|BambooDirt
WARCreate|operating-system|Web|TERESAH
VARD|keyword|Active|TERESAH
VARD|license|Creative Commons Attribution-Share Alike-Noncommercial|TERESAH
VARD|url|http://ucrel.lancs.ac.uk/vard/|TERESAH
VARD|keyword|Java 1.6+|TERESAH
VARD|operating-system|Linux|TERESAH
VARD|keyword|spelling variation|TERESAH
VARD|application-category|4_Analysis|TERESAH
VARD|creator|University Centre for Computer Corpus Research on Language (UCREL)|TERESAH
VARD|description|"VARD 2 is an interactive piece of software produced in Java designed to assist users of historical corpora in dealing with spelling variation, particularly in Early Modern English texts. The tool is intended to be a pre-processor to other corpus linguistic methods such as keyword analysis, collocations and annotation (e.g. POS and semantic tagging), the aim being to improve the accuracy of these tools
The VARD 2 software uses techniques derived from modern spell checkers to find candidate modern form replacements for spelling variants found within historical texts. The user can choose to process texts manually, selecting a candidate replacement offered by the system; automatically, allowing the system to use the best candidate replacement found; or semi-automatically, training the tool on a sample of the corpora.
The tool is designed specifically for Early Modern English spelling variation, but it can be used to deal with possibly any form of spelling variation, in any language, by plugging in your own dictionary and spelling rules.
Various related publications are available detailing the tool and its uses. And a full userguide is available."|BambooDirt
WEAVE|keyword|data visualization|TERESAH
WEAVE|url|http://oicweave.org/|TERESAH
WEAVE|creator|Open Indicators Consortium|TERESAH
WEAVE|description|Weave (BETA 1.0) is a new web-based visualization platform designed to enable visualization of any available data by anyone for any purpose. Weave is an application development platform supporting multiple levels of user proficiency – novice to advanced – as well as the ability to integrate, disseminate and visualize data at “nested” levels of geography.|BambooDirt
WEAVE|operating-system|Web|TERESAH
WEAVE|application-category|Visualization|TERESAH
WebClust|url|http://www.webclust.com/|TERESAH
WebClust|operating-system|Web|TERESAH
